fecha,hora,tiempo,partida,# palabras a adivinar,nombre_evento,usuarie-nick,usuarie-genero,usuarie-edad,estado,palabra,nivel,dificultad
05/07/21,18:22:25,1:04,1,6.0,inicio_partida,Relderf,Masculino,30,,,1,Fácil
05/07/21,18:28:25,1:04,2,6.0,inicio_partida,Relderf,Masculino,30,,,1,Fácil
05/07/21,18:33:48,1:04,3,6.0,inicio_partida,Relderf,Masculino,30,,,1,Fácil
05/07/21,18:42:14,1:04,4,6.0,inicio_partida,Relderf,Masculino,30,,,1,Fácil
05/07/21,18:47:47,1:04,5,6.0,inicio_partida,Relderf,Masculino,30,,,1,Fácil
05/07/21,18:49:08,1:04,6,6.0,inicio_partida,Relderf,Masculino,30,,,1,Fácil
05/07/21,18:51:27,1:04,7,6.0,inicio_partida,Relderf,Masculino,30,,,1,Fácil
05/07/21,18:57:48,1:04,8,6.0,inicio_partida,Relderf,Masculino,30,,,1,Fácil
05/07/21,19:12:10,1:04,9,6.0,inicio_partida,Relderf,Masculino,30,,,1,Fácil
05/07/21,19:17:30,1:04,10,6.0,inicio_partida,Relderf,Masculino,30,,,1,Fácil
05/07/21,19:19:50,1:04,11,6.0,inicio_partida,Relderf,Masculino,30,,,1,Fácil
05/07/21,19:22:38,1:04,12,6.0,inicio_partida,Relderf,Masculino,30,,,1,Fácil
05/07/21,19:34:28,1:04,13,6.0,inicio_partida,Relderf,Masculino,30,,,1,Fácil
05/07/21,19:51:13,1:04,14,6.0,inicio_partida,Relderf,Masculino,30,,,1,Fácil
05/07/21,19:51:19,1:04,14,6.0,fin_partida,Relderf,Masculino,30,timeout,,1,Fácil
05/07/21,19:56:31,1:04,15,6.0,inicio_partida,Relderf,Masculino,30,,,1,Fácil
05/07/21,20:02:09,1:04,16,6.0,inicio_partida,Relderf,Masculino,30,,,1,Fácil
05/07/21,20:16:41,1:04,17,6.0,inicio_partida,Relderf,Masculino,30,,,1,Fácil
05/07/21,20:17:55,0:00,17,6.0,fin_partida,Relderf,Masculino,30,timeout,,1,Fácil
05/07/21,20:24:10,3:20,18,10.0,inicio_partida,Relderf,Masculino,30,,,5,Difícil
05/07/21,20:24:12,3:19,18,10.0,intento,Relderf,Masculino,30,error,Lentes,5,Difícil
05/07/21,20:24:14,3:17,18,10.0,intento,Relderf,Masculino,30,error,Llave,5,Difícil
05/07/21,20:24:15,3:15,18,10.0,intento,Relderf,Masculino,30,error,Snitch,5,Difícil
05/07/21,20:24:17,3:14,18,10.0,intento,Relderf,Masculino,30,error,Jaula,5,Difícil
05/07/21,20:24:18,3:13,18,10.0,intento,Relderf,Masculino,30,error,Espada,5,Difícil
05/07/21,20:24:19,3:11,18,10.0,intento,Relderf,Masculino,30,error,Lechuza,5,Difícil
05/07/21,20:24:21,3:09,18,10.0,intento,Relderf,Masculino,30,correcto,Lentes,5,Difícil
05/07/21,20:24:22,3:08,18,10.0,intento,Relderf,Masculino,30,error,Jaula,5,Difícil
05/07/21,20:24:24,3:06,18,10.0,intento,Relderf,Masculino,30,error,Snitch,5,Difícil
05/07/21,20:24:26,3:05,18,10.0,intento,Relderf,Masculino,30,correcto,Snitch,5,Difícil
05/07/21,20:24:27,3:03,18,10.0,intento,Relderf,Masculino,30,error,Vara,5,Difícil
05/07/21,20:24:29,3:02,18,10.0,intento,Relderf,Masculino,30,error,Lechuza,5,Difícil
05/07/21,20:24:30,3:01,18,10.0,intento,Relderf,Masculino,30,error,Horocruxes,5,Difícil
05/07/21,20:24:32,2:59,18,10.0,intento,Relderf,Masculino,30,error,Llave,5,Difícil
05/07/21,20:24:35,2:55,18,10.0,intento,Relderf,Masculino,30,error,Horocruxes,5,Difícil
05/07/21,20:24:37,2:54,18,10.0,intento,Relderf,Masculino,30,correcto,Mapa,5,Difícil
05/07/21,20:24:40,2:51,18,10.0,intento,Relderf,Masculino,30,error,Capa,5,Difícil
05/07/21,20:24:41,2:49,18,10.0,intento,Relderf,Masculino,30,error,Espada,5,Difícil
05/07/21,20:24:43,2:47,18,10.0,intento,Relderf,Masculino,30,error,Lechuza,5,Difícil
05/07/21,20:24:45,2:45,18,10.0,intento,Relderf,Masculino,30,correcto,Espada,5,Difícil
05/07/21,20:24:47,2:44,18,10.0,intento,Relderf,Masculino,30,error,Jaula,5,Difícil
05/07/21,20:24:49,2:41,18,10.0,intento,Relderf,Masculino,30,error,Vara,5,Difícil
05/07/21,20:24:51,2:40,18,10.0,intento,Relderf,Masculino,30,error,Vara,5,Difícil
05/07/21,20:24:53,2:38,18,10.0,intento,Relderf,Masculino,30,error,Horocruxes,5,Difícil
05/07/21,20:24:54,2:36,18,10.0,intento,Relderf,Masculino,30,correcto,Horocruxes,5,Difícil
05/07/21,20:24:56,2:34,18,10.0,intento,Relderf,Masculino,30,error,Jaula,5,Difícil
05/07/21,20:24:58,2:33,18,10.0,intento,Relderf,Masculino,30,error,Lechuza,5,Difícil
05/07/21,20:24:59,2:31,18,10.0,intento,Relderf,Masculino,30,error,Jaula,5,Difícil
05/07/21,20:25:01,2:30,18,10.0,intento,Relderf,Masculino,30,error,Lechuza,5,Difícil
05/07/21,20:25:03,2:28,18,10.0,intento,Relderf,Masculino,30,error,Llave,5,Difícil
05/07/21,20:25:05,2:26,18,10.0,intento,Relderf,Masculino,30,correcto,Llave,5,Difícil
05/07/21,20:25:07,2:23,18,10.0,intento,Relderf,Masculino,30,error,Jaula,5,Difícil
05/07/21,20:25:09,2:22,18,10.0,intento,Relderf,Masculino,30,error,Lechuza,5,Difícil
05/07/21,20:25:11,2:19,18,10.0,intento,Relderf,Masculino,30,error,Capa,5,Difícil
05/07/21,20:25:14,2:17,18,10.0,intento,Relderf,Masculino,30,error,Lechuza,5,Difícil
05/07/21,20:25:16,2:15,18,10.0,intento,Relderf,Masculino,30,error,Jaula,5,Difícil
05/07/21,20:25:17,2:13,18,10.0,intento,Relderf,Masculino,30,error,Vara,5,Difícil
05/07/21,20:25:19,2:11,18,10.0,intento,Relderf,Masculino,30,correcto,Lechuza,5,Difícil
05/07/21,20:25:21,2:10,18,10.0,intento,Relderf,Masculino,30,error,Jaula,5,Difícil
05/07/21,20:25:22,2:08,18,10.0,intento,Relderf,Masculino,30,error,Capa,5,Difícil
05/07/21,20:25:24,2:07,18,10.0,intento,Relderf,Masculino,30,error,Vara,5,Difícil
05/07/21,20:25:26,2:05,18,10.0,intento,Relderf,Masculino,30,correcto,Vara,5,Difícil
05/07/21,20:25:27,2:03,18,10.0,intento,Relderf,Masculino,30,error,Capa,5,Difícil
05/07/21,20:25:30,2:01,18,10.0,intento,Relderf,Masculino,30,correcto,Capa,5,Difícil
05/07/21,20:25:31,1:59,18,10.0,intento,Relderf,Masculino,30,correcto,Jaula,5,Difícil
05/07/21,20:25:32,1:59,18,10.0,fin_partida,Relderf,Masculino,30,nivel_ganado,,5,Difícil
05/07/21,20:25:32,1:59,18,10.0,fin_partida,Relderf,Masculino,30,partida_ganada,,5,Difícil
06/07/21,14:54:15,1:40,19,4.0,inicio_partida,Lore,Femenino,33,,,1,Normal
06/07/21,14:54:16,1:40,19,4.0,intento,Lore,Femenino,33,error,Java,1,Normal
06/07/21,14:54:17,1:38,19,4.0,intento,Lore,Femenino,33,error,Ruby,1,Normal
06/07/21,14:54:19,1:37,19,4.0,intento,Lore,Femenino,33,error,php,1,Normal
06/07/21,14:54:20,1:35,19,4.0,intento,Lore,Femenino,33,error,Python,1,Normal
06/07/21,14:54:23,1:33,19,4.0,intento,Lore,Femenino,33,error,Java,1,Normal
06/07/21,14:54:24,1:31,19,4.0,intento,Lore,Femenino,33,correcto,php,1,Normal
06/07/21,14:54:25,1:30,19,4.0,intento,Lore,Femenino,33,error,Java,1,Normal
06/07/21,14:54:27,1:28,19,4.0,intento,Lore,Femenino,33,correcto,Java,1,Normal
06/07/21,14:54:29,1:26,19,4.0,intento,Lore,Femenino,33,error,Python,1,Normal
06/07/21,14:54:31,1:25,19,4.0,intento,Lore,Femenino,33,correcto,Python,1,Normal
06/07/21,14:54:32,1:23,19,4.0,intento,Lore,Femenino,33,correcto,Ruby,1,Normal
06/07/21,14:54:33,1:23,19,4.0,fin_partida,Lore,Femenino,33,nivel_ganado,,1,Normal
06/07/21,14:54:35,2:00,20,5.0,inicio_partida,Lore,Femenino,33,,,2,Normal
06/07/21,14:54:37,1:59,20,5.0,intento,Lore,Femenino,33,error,Android,2,Normal
06/07/21,14:54:38,1:58,20,5.0,intento,Lore,Femenino,33,error,Python,2,Normal
06/07/21,14:54:40,1:56,20,5.0,intento,Lore,Femenino,33,error,JavaScript,2,Normal
06/07/21,14:54:42,1:54,20,5.0,intento,Lore,Femenino,33,error,Python,2,Normal
06/07/21,14:54:45,1:51,20,5.0,intento,Lore,Femenino,33,error,JavaScript,2,Normal
06/07/21,14:54:46,1:49,20,5.0,intento,Lore,Femenino,33,correcto,Android,2,Normal
06/07/21,14:54:48,1:48,20,5.0,intento,Lore,Femenino,33,error,JavaScript,2,Normal
06/07/21,14:54:50,1:46,20,5.0,intento,Lore,Femenino,33,correcto,JavaScript,2,Normal
06/07/21,14:54:51,1:44,20,5.0,intento,Lore,Femenino,33,error,Ruby,2,Normal
06/07/21,14:54:54,1:42,20,5.0,intento,Lore,Femenino,33,error,Python,2,Normal
06/07/21,14:54:56,1:40,20,5.0,intento,Lore,Femenino,33,correcto,Ruby,2,Normal
06/07/21,14:54:57,1:39,20,5.0,intento,Lore,Femenino,33,error,SQL,2,Normal
06/07/21,14:54:59,1:37,20,5.0,intento,Lore,Femenino,33,error,SQL,2,Normal
06/07/21,14:55:00,1:36,20,5.0,intento,Lore,Femenino,33,error,SQL,2,Normal
06/07/21,14:55:02,1:34,20,5.0,intento,Lore,Femenino,33,correcto,Python,2,Normal
06/07/21,14:55:03,1:33,20,5.0,intento,Lore,Femenino,33,correcto,SQL,2,Normal
06/07/21,14:55:04,1:33,20,5.0,fin_partida,Lore,Femenino,33,nivel_ganado,,2,Normal
06/07/21,14:55:06,2:20,21,8.0,inicio_partida,Lore,Femenino,33,,,3,Normal
06/07/21,14:55:08,2:19,21,8.0,intento,Lore,Femenino,33,error,Perl,3,Normal
06/07/21,14:55:10,2:17,21,8.0,intento,Lore,Femenino,33,error,Java,3,Normal
06/07/21,14:55:12,2:15,21,8.0,intento,Lore,Femenino,33,error,HTML 5,3,Normal
06/07/21,14:55:13,2:13,21,8.0,intento,Lore,Femenino,33,error,HTML 5,3,Normal
06/07/21,14:55:15,2:12,21,8.0,intento,Lore,Femenino,33,error,HTML 5,3,Normal
06/07/21,14:55:16,2:11,21,8.0,intento,Lore,Femenino,33,error,Java,3,Normal
06/07/21,14:55:17,2:09,21,8.0,intento,Lore,Femenino,33,correcto,SQL,3,Normal
06/07/21,14:55:19,2:08,21,8.0,intento,Lore,Femenino,33,error,.NET,3,Normal
06/07/21,14:55:21,2:06,21,8.0,intento,Lore,Femenino,33,error,HTML 5,3,Normal
06/07/21,14:55:22,2:05,21,8.0,intento,Lore,Femenino,33,error,Java,3,Normal
06/07/21,14:55:23,2:03,21,8.0,intento,Lore,Femenino,33,correcto,.NET,3,Normal
06/07/21,14:55:25,2:02,21,8.0,intento,Lore,Femenino,33,error,Ruby,3,Normal
06/07/21,14:55:27,2:00,21,8.0,intento,Lore,Femenino,33,error,Perl,3,Normal
06/07/21,14:55:28,1:59,21,8.0,intento,Lore,Femenino,33,error,php,3,Normal
06/07/21,14:55:29,1:57,21,8.0,intento,Lore,Femenino,33,error,HTML 5,3,Normal
06/07/21,14:55:31,1:56,21,8.0,intento,Lore,Femenino,33,correcto,Ruby,3,Normal
06/07/21,14:55:32,1:54,21,8.0,intento,Lore,Femenino,33,error,Kotlin,3,Normal
06/07/21,14:55:34,1:53,21,8.0,intento,Lore,Femenino,33,error,HTML 5,3,Normal
06/07/21,14:55:35,1:51,21,8.0,intento,Lore,Femenino,33,error,Perl,3,Normal
06/07/21,14:55:37,1:50,21,8.0,intento,Lore,Femenino,33,error,Perl,3,Normal
06/07/21,14:55:39,1:48,21,8.0,intento,Lore,Femenino,33,error,HTML 5,3,Normal
06/07/21,14:55:40,1:47,21,8.0,intento,Lore,Femenino,33,error,php,3,Normal
06/07/21,14:55:42,1:44,21,8.0,intento,Lore,Femenino,33,error,php,3,Normal
06/07/21,14:55:45,1:42,21,8.0,intento,Lore,Femenino,33,error,Java,3,Normal
06/07/21,14:55:46,1:40,21,8.0,intento,Lore,Femenino,33,error,HTML 5,3,Normal
06/07/21,14:55:49,1:38,21,8.0,intento,Lore,Femenino,33,error,Perl,3,Normal
06/07/21,14:55:52,1:35,21,8.0,intento,Lore,Femenino,33,error,Kotlin,3,Normal
06/07/21,14:55:54,1:33,21,8.0,intento,Lore,Femenino,33,error,Kotlin,3,Normal
06/07/21,14:55:56,1:30,21,8.0,intento,Lore,Femenino,33,error,php,3,Normal
06/07/21,14:55:59,1:28,21,8.0,intento,Lore,Femenino,33,error,Java,3,Normal
06/07/21,14:56:00,1:26,21,8.0,intento,Lore,Femenino,33,correcto,Perl,3,Normal
06/07/21,14:56:02,1:25,21,8.0,intento,Lore,Femenino,33,error,HTML 5,3,Normal
06/07/21,14:56:03,1:23,21,8.0,intento,Lore,Femenino,33,error,php,3,Normal
06/07/21,14:56:05,1:22,21,8.0,intento,Lore,Femenino,33,correcto,php,3,Normal
06/07/21,14:56:07,1:20,21,8.0,intento,Lore,Femenino,33,error,Java,3,Normal
06/07/21,14:56:08,1:18,21,8.0,intento,Lore,Femenino,33,error,Kotlin,3,Normal
06/07/21,14:56:10,1:17,21,8.0,intento,Lore,Femenino,33,correcto,Java,3,Normal
06/07/21,14:56:12,1:15,21,8.0,intento,Lore,Femenino,33,error,HTML 5,3,Normal
06/07/21,14:56:14,1:13,21,8.0,intento,Lore,Femenino,33,correcto,HTML 5,3,Normal
06/07/21,14:56:15,1:11,21,8.0,intento,Lore,Femenino,33,correcto,Kotlin,3,Normal
06/07/21,14:56:16,1:11,21,8.0,fin_partida,Lore,Femenino,33,nivel_ganado,,3,Normal
06/07/21,14:56:20,3:00,22,10.0,inicio_partida,Lore,Femenino,33,,,4,Normal
06/07/21,14:56:20,3:00,22,10.0,intento,Lore,Femenino,33,error,Rust,4,Normal
06/07/21,14:56:22,2:58,22,10.0,intento,Lore,Femenino,33,error,php,4,Normal
06/07/21,14:56:23,2:57,22,10.0,intento,Lore,Femenino,33,error,SQL,4,Normal
06/07/21,14:56:25,2:55,22,10.0,intento,Lore,Femenino,33,error,HTML 5,4,Normal
06/07/21,14:56:26,2:54,22,10.0,intento,Lore,Femenino,33,error,php,4,Normal
06/07/21,14:56:27,2:53,22,10.0,intento,Lore,Femenino,33,correcto,HTML 5,4,Normal
06/07/21,14:56:29,2:51,22,10.0,intento,Lore,Femenino,33,error,Ruby,4,Normal
06/07/21,14:56:31,2:49,22,10.0,intento,Lore,Femenino,33,error,Ruby,4,Normal
06/07/21,14:56:32,2:48,22,10.0,intento,Lore,Femenino,33,error,Python,4,Normal
06/07/21,14:56:34,2:46,22,10.0,intento,Lore,Femenino,33,correcto,Ruby,4,Normal
06/07/21,14:56:36,2:44,22,10.0,intento,Lore,Femenino,33,error,SQL,4,Normal
06/07/21,14:56:38,2:42,22,10.0,intento,Lore,Femenino,33,error,Python,4,Normal
06/07/21,14:56:40,2:40,22,10.0,intento,Lore,Femenino,33,error,Kotlin,4,Normal
06/07/21,14:56:41,2:39,22,10.0,intento,Lore,Femenino,33,error,Python,4,Normal
06/07/21,14:56:43,2:37,22,10.0,intento,Lore,Femenino,33,correcto,Kotlin,4,Normal
06/07/21,14:56:44,2:36,22,10.0,intento,Lore,Femenino,33,error,C++,4,Normal
06/07/21,14:56:46,2:34,22,10.0,intento,Lore,Femenino,33,error,Python,4,Normal
06/07/21,14:56:48,2:32,22,10.0,intento,Lore,Femenino,33,correcto,C++,4,Normal
06/07/21,14:56:49,2:31,22,10.0,intento,Lore,Femenino,33,error,Perl,4,Normal
06/07/21,14:56:51,2:29,22,10.0,intento,Lore,Femenino,33,error,Android,4,Normal
06/07/21,14:56:53,2:27,22,10.0,intento,Lore,Femenino,33,error,SQL,4,Normal
06/07/21,14:56:54,2:26,22,10.0,intento,Lore,Femenino,33,error,php,4,Normal
06/07/21,14:56:56,2:24,22,10.0,intento,Lore,Femenino,33,error,Android,4,Normal
06/07/21,14:56:58,2:22,22,10.0,intento,Lore,Femenino,33,correcto,php,4,Normal
06/07/21,14:57:00,2:20,22,10.0,intento,Lore,Femenino,33,error,SQL,4,Normal
06/07/21,14:57:02,2:18,22,10.0,intento,Lore,Femenino,33,error,Perl,4,Normal
06/07/21,14:57:03,2:17,22,10.0,intento,Lore,Femenino,33,error,Python,4,Normal
06/07/21,14:57:05,2:15,22,10.0,intento,Lore,Femenino,33,error,Perl,4,Normal
06/07/21,14:57:06,2:14,22,10.0,intento,Lore,Femenino,33,error,Python,4,Normal
06/07/21,14:57:08,2:12,22,10.0,intento,Lore,Femenino,33,error,Python,4,Normal
06/07/21,14:57:09,2:11,22,10.0,intento,Lore,Femenino,33,correcto,Python,4,Normal
06/07/21,14:57:11,2:09,22,10.0,intento,Lore,Femenino,33,correcto,SQL,4,Normal
06/07/21,14:57:13,2:07,22,10.0,intento,Lore,Femenino,33,error,Rust,4,Normal
06/07/21,14:57:15,2:05,22,10.0,intento,Lore,Femenino,33,error,Android,4,Normal
06/07/21,14:57:16,2:04,22,10.0,intento,Lore,Femenino,33,correcto,Rust,4,Normal
06/07/21,14:57:18,2:02,22,10.0,intento,Lore,Femenino,33,error,Perl,4,Normal
06/07/21,14:57:21,1:59,22,10.0,intento,Lore,Femenino,33,correcto,Android,4,Normal
06/07/21,14:57:23,1:57,22,10.0,intento,Lore,Femenino,33,correcto,Perl,4,Normal
06/07/21,14:57:24,1:57,22,10.0,fin_partida,Lore,Femenino,33,nivel_ganado,,4,Normal
06/07/21,14:57:24,1:57,22,10.0,fin_partida,Lore,Femenino,33,partida_ganada,,4,Normal
06/07/21,14:58:30,2:00,23,6.0,inicio_partida,Lore,Femenino,33,,,1,Fácil
06/07/21,14:58:31,2:00,23,6.0,intento,Lore,Femenino,33,error,Perl,1,Fácil
06/07/21,14:58:32,1:59,23,6.0,intento,Lore,Femenino,33,error,Kotlin,1,Fácil
06/07/21,14:58:32,1:58,23,6.0,intento,Lore,Femenino,33,error,Java,1,Fácil
06/07/21,14:58:33,1:57,23,6.0,intento,Lore,Femenino,33,error,Kotlin,1,Fácil
06/07/21,14:58:34,1:57,23,6.0,intento,Lore,Femenino,33,correcto,Kotlin,1,Fácil
06/07/21,14:58:35,1:56,23,6.0,intento,Lore,Femenino,33,error,Swift,1,Fácil
06/07/21,14:58:36,1:55,23,6.0,intento,Lore,Femenino,33,error,Android,1,Fácil
06/07/21,14:58:37,1:54,23,6.0,intento,Lore,Femenino,33,error,Java,1,Fácil
06/07/21,14:58:38,1:53,23,6.0,intento,Lore,Femenino,33,correcto,Perl,1,Fácil
06/07/21,14:58:39,1:51,23,6.0,intento,Lore,Femenino,33,error,Rust,1,Fácil
06/07/21,14:58:40,1:50,23,6.0,intento,Lore,Femenino,33,error,Android,1,Fácil
06/07/21,14:58:42,1:49,23,6.0,intento,Lore,Femenino,33,error,Android,1,Fácil
06/07/21,14:58:42,1:48,23,6.0,intento,Lore,Femenino,33,correcto,Rust,1,Fácil
06/07/21,14:58:43,1:47,23,6.0,intento,Lore,Femenino,33,error,Swift,1,Fácil
06/07/21,14:58:45,1:46,23,6.0,intento,Lore,Femenino,33,error,Android,1,Fácil
06/07/21,14:58:46,1:45,23,6.0,intento,Lore,Femenino,33,error,Swift,1,Fácil
06/07/21,14:58:48,1:43,23,6.0,intento,Lore,Femenino,33,error,Java,1,Fácil
06/07/21,14:58:49,1:42,23,6.0,intento,Lore,Femenino,33,correcto,Swift,1,Fácil
06/07/21,14:58:50,1:41,23,6.0,intento,Lore,Femenino,33,error,Java,1,Fácil
06/07/21,14:58:51,1:40,23,6.0,intento,Lore,Femenino,33,correcto,Java,1,Fácil
