fecha,hora,tiempo,partida,# palabras a adivinar,nombre_evento,usuarie-nick,usuarie-genero,usuarie-edad,estado,palabra,nivel,dificultad
06/07/21,15:04:39,2:40,30,10.0,intento,Relderf,Masculino,30,error,Kotlin,5,Difícil
06/07/21,15:04:40,2:39,30,10.0,intento,Relderf,Masculino,30,error,Java,5,Difícil
06/07/21,15:04:42,2:37,30,10.0,intento,Relderf,Masculino,30,error,SQL,5,Difícil
06/07/21,15:04:44,2:36,30,10.0,intento,Relderf,Masculino,30,error,Ruby,5,Difícil
06/07/21,15:04:46,2:34,30,10.0,intento,Relderf,Masculino,30,correcto,SQL,5,Difícil
06/07/21,15:04:48,2:32,30,10.0,intento,Relderf,Masculino,30,error,Python,5,Difícil
06/07/21,15:04:49,2:30,30,10.0,intento,Relderf,Masculino,30,error,Android,5,Difícil
06/07/21,15:04:50,2:29,30,10.0,intento,Relderf,Masculino,30,error,Kotlin,5,Difícil
06/07/21,15:04:52,2:27,30,10.0,intento,Relderf,Masculino,30,error,C++,5,Difícil
06/07/21,15:04:54,2:26,30,10.0,intento,Relderf,Masculino,30,error,Android,5,Difícil
06/07/21,15:04:56,2:24,30,10.0,intento,Relderf,Masculino,30,error,Python,5,Difícil
06/07/21,15:04:58,2:22,30,10.0,intento,Relderf,Masculino,30,error,HTML 5,5,Difícil
06/07/21,15:05:00,2:20,30,10.0,intento,Relderf,Masculino,30,error,Python,5,Difícil
06/07/21,15:05:01,2:18,30,10.0,intento,Relderf,Masculino,30,correcto,Python,5,Difícil
06/07/21,15:05:03,2:17,30,10.0,intento,Relderf,Masculino,30,error,Ruby,5,Difícil
06/07/21,15:05:04,2:15,30,10.0,intento,Relderf,Masculino,30,error,Android,5,Difícil
06/07/21,15:05:06,2:14,30,10.0,intento,Relderf,Masculino,30,error,Java,5,Difícil
06/07/21,15:05:08,2:12,30,10.0,intento,Relderf,Masculino,30,error,Android,5,Difícil
06/07/21,15:05:09,2:10,30,10.0,intento,Relderf,Masculino,30,error,Kotlin,5,Difícil
06/07/21,15:05:11,2:08,30,10.0,intento,Relderf,Masculino,30,correcto,Ruby,5,Difícil
06/07/21,15:05:13,2:07,30,10.0,intento,Relderf,Masculino,30,error,HTML 5,5,Difícil
06/07/21,15:05:14,2:05,30,10.0,intento,Relderf,Masculino,30,error,Java,5,Difícil
06/07/21,15:05:15,2:04,30,10.0,intento,Relderf,Masculino,30,error,Android,5,Difícil
06/07/21,15:05:17,2:02,30,10.0,intento,Relderf,Masculino,30,error,Android,5,Difícil
06/07/21,15:05:19,2:00,30,10.0,intento,Relderf,Masculino,30,error,Kotlin,5,Difícil
06/07/21,15:05:21,1:58,30,10.0,intento,Relderf,Masculino,30,error,Java,5,Difícil
06/07/21,15:05:24,1:56,30,10.0,intento,Relderf,Masculino,30,correcto,HTML 5,5,Difícil
06/07/21,15:05:25,1:54,30,10.0,intento,Relderf,Masculino,30,error,Java,5,Difícil
06/07/21,15:05:27,1:53,30,10.0,intento,Relderf,Masculino,30,error,Android,5,Difícil
06/07/21,15:05:29,1:50,30,10.0,intento,Relderf,Masculino,30,correcto,Java,5,Difícil
06/07/21,15:05:30,1:49,30,10.0,intento,Relderf,Masculino,30,error,Kotlin,5,Difícil
06/07/21,15:05:32,1:48,30,10.0,intento,Relderf,Masculino,30,error,C++,5,Difícil
06/07/21,15:05:33,1:46,30,10.0,intento,Relderf,Masculino,30,correcto,Kotlin,5,Difícil
06/07/21,15:05:35,1:45,30,10.0,intento,Relderf,Masculino,30,correcto,Android,5,Difícil
06/07/21,15:05:37,1:42,30,10.0,intento,Relderf,Masculino,30,correcto,C++,5,Difícil
06/07/21,15:05:38,1:42,30,10.0,fin_partida,Relderf,Masculino,30,nivel_ganado,,5,Difícil
06/07/21,15:05:38,1:42,30,10.0,fin_partida,Relderf,Masculino,30,partida_ganada,,5,Difícil
06/07/21,15:06:07,1:40,31,4.0,inicio_partida,Relderf,Masculino,30,,,1,Normal
06/07/21,15:06:08,1:39,31,4.0,intento,Relderf,Masculino,30,error,Android,1,Normal
06/07/21,15:06:09,1:38,31,4.0,intento,Relderf,Masculino,30,error,Android,1,Normal
06/07/21,15:06:11,1:37,31,4.0,intento,Relderf,Masculino,30,correcto,Android,1,Normal
06/07/21,15:06:12,1:36,31,4.0,intento,Relderf,Masculino,30,error,Python,1,Normal
06/07/21,15:06:13,1:35,31,4.0,intento,Relderf,Masculino,30,error,JavaScript,1,Normal
06/07/21,15:06:14,1:34,31,4.0,intento,Relderf,Masculino,30,error,JavaScript,1,Normal
06/07/21,15:06:16,1:32,31,4.0,intento,Relderf,Masculino,30,error,JavaScript,1,Normal
06/07/21,15:06:17,1:30,31,4.0,intento,Relderf,Masculino,30,correcto,.NET,1,Normal
06/07/21,15:06:19,1:29,31,4.0,intento,Relderf,Masculino,30,error,JavaScript,1,Normal
06/07/21,15:06:20,1:27,31,4.0,intento,Relderf,Masculino,30,error,JavaScript,1,Normal
06/07/21,15:06:22,1:25,31,4.0,intento,Relderf,Masculino,30,correcto,JavaScript,1,Normal
06/07/21,15:06:23,1:24,31,4.0,intento,Relderf,Masculino,30,correcto,Python,1,Normal
06/07/21,15:06:24,1:24,31,4.0,fin_partida,Relderf,Masculino,30,nivel_ganado,,1,Normal
06/07/21,15:06:26,2:00,32,5.0,inicio_partida,Relderf,Masculino,30,,,2,Normal
06/07/21,15:06:27,2:00,32,5.0,intento,Relderf,Masculino,30,error,JavaScript,2,Normal
06/07/21,15:06:28,1:58,32,5.0,intento,Relderf,Masculino,30,error,C++,2,Normal
06/07/21,15:06:29,1:57,32,5.0,intento,Relderf,Masculino,30,error,C++,2,Normal
06/07/21,15:06:31,1:56,32,5.0,intento,Relderf,Masculino,30,error,Perl,2,Normal
06/07/21,15:06:32,1:54,32,5.0,intento,Relderf,Masculino,30,error,Ruby,2,Normal
06/07/21,15:06:34,1:53,32,5.0,intento,Relderf,Masculino,30,correcto,JavaScript,2,Normal
06/07/21,15:06:35,1:51,32,5.0,intento,Relderf,Masculino,30,error,C++,2,Normal
06/07/21,15:06:37,1:49,32,5.0,intento,Relderf,Masculino,30,correcto,C++,2,Normal
06/07/21,15:06:39,1:48,32,5.0,intento,Relderf,Masculino,30,error,Perl,2,Normal
06/07/21,15:06:40,1:46,32,5.0,intento,Relderf,Masculino,30,error,Python,2,Normal
06/07/21,15:06:41,1:45,32,5.0,intento,Relderf,Masculino,30,error,Perl,2,Normal
06/07/21,15:06:43,1:43,32,5.0,intento,Relderf,Masculino,30,correcto,Perl,2,Normal
06/07/21,15:06:44,1:42,32,5.0,intento,Relderf,Masculino,30,correcto,Ruby,2,Normal
06/07/21,15:06:46,1:40,32,5.0,intento,Relderf,Masculino,30,correcto,Python,2,Normal
06/07/21,15:06:47,1:40,32,5.0,fin_partida,Relderf,Masculino,30,nivel_ganado,,2,Normal
06/07/21,15:06:49,2:20,33,8.0,inicio_partida,Relderf,Masculino,30,,,3,Normal
06/07/21,15:06:50,2:19,33,8.0,intento,Relderf,Masculino,30,error,Java,3,Normal
06/07/21,15:06:52,2:17,33,8.0,intento,Relderf,Masculino,30,error,Java,3,Normal
06/07/21,15:06:53,2:16,33,8.0,intento,Relderf,Masculino,30,error,JavaScript,3,Normal
06/07/21,15:06:57,2:14,33,8.0,intento,Relderf,Masculino,30,error,Android,3,Normal
06/07/21,15:06:59,2:12,33,8.0,intento,Relderf,Masculino,30,error,Ruby,3,Normal
06/07/21,15:07:01,2:10,33,8.0,intento,Relderf,Masculino,30,error,Python,3,Normal
06/07/21,15:07:03,2:08,33,8.0,intento,Relderf,Masculino,30,error,JavaScript,3,Normal
06/07/21,15:07:04,2:07,33,8.0,intento,Relderf,Masculino,30,error,Java,3,Normal
06/07/21,15:07:05,2:06,33,8.0,intento,Relderf,Masculino,30,error,Java,3,Normal
06/07/21,15:07:08,2:03,33,8.0,intento,Relderf,Masculino,30,error,JavaScript,3,Normal
06/07/21,15:07:11,2:00,33,8.0,intento,Relderf,Masculino,30,error,Android,3,Normal
06/07/21,15:07:13,1:58,33,8.0,intento,Relderf,Masculino,30,error,.NET,3,Normal
06/07/21,15:07:15,1:56,33,8.0,intento,Relderf,Masculino,30,error,Perl,3,Normal
06/07/21,15:07:16,1:55,33,8.0,intento,Relderf,Masculino,30,correcto,.NET,3,Normal
06/07/21,15:07:26,1:52,33,8.0,intento,Relderf,Masculino,30,error,Perl,3,Normal
06/07/21,15:07:28,1:51,33,8.0,intento,Relderf,Masculino,30,error,Android,3,Normal
06/07/21,15:07:29,1:49,33,8.0,intento,Relderf,Masculino,30,error,Perl,3,Normal
06/07/21,15:07:30,1:48,33,8.0,intento,Relderf,Masculino,30,error,Python,3,Normal
06/07/21,15:07:32,1:47,33,8.0,intento,Relderf,Masculino,30,error,JavaScript,3,Normal
06/07/21,15:07:34,1:45,33,8.0,intento,Relderf,Masculino,30,error,Ruby,3,Normal
06/07/21,15:07:35,1:44,33,8.0,intento,Relderf,Masculino,30,error,Python,3,Normal
06/07/21,15:07:36,1:43,33,8.0,intento,Relderf,Masculino,30,error,Rust,3,Normal
06/07/21,15:07:37,1:41,33,8.0,intento,Relderf,Masculino,30,error,Java,3,Normal
06/07/21,15:07:39,1:40,33,8.0,intento,Relderf,Masculino,30,error,Java,3,Normal
06/07/21,15:07:40,1:38,33,8.0,intento,Relderf,Masculino,30,error,JavaScript,3,Normal
06/07/21,15:07:42,1:36,33,8.0,intento,Relderf,Masculino,30,correcto,Ruby,3,Normal
06/07/21,15:07:44,1:35,33,8.0,intento,Relderf,Masculino,30,error,Python,3,Normal
06/07/21,15:07:45,1:33,33,8.0,intento,Relderf,Masculino,30,error,Rust,3,Normal
06/07/21,15:07:47,1:32,33,8.0,intento,Relderf,Masculino,30,error,Java,3,Normal
06/07/21,15:07:48,1:30,33,8.0,intento,Relderf,Masculino,30,error,JavaScript,3,Normal
06/07/21,15:07:50,1:28,33,8.0,intento,Relderf,Masculino,30,error,Python,3,Normal
06/07/21,15:07:52,1:27,33,8.0,intento,Relderf,Masculino,30,error,JavaScript,3,Normal
06/07/21,15:07:53,1:25,33,8.0,intento,Relderf,Masculino,30,error,Rust,3,Normal
06/07/21,15:07:55,1:24,33,8.0,intento,Relderf,Masculino,30,correcto,Python,3,Normal
06/07/21,15:07:56,1:23,33,8.0,intento,Relderf,Masculino,30,error,JavaScript,3,Normal
06/07/21,15:07:58,1:21,33,8.0,intento,Relderf,Masculino,30,error,Java,3,Normal
06/07/21,15:07:59,1:19,33,8.0,intento,Relderf,Masculino,30,error,Java,3,Normal
06/07/21,15:08:02,1:17,33,8.0,intento,Relderf,Masculino,30,correcto,JavaScript,3,Normal
06/07/21,15:08:04,1:14,33,8.0,intento,Relderf,Masculino,30,correcto,Android,3,Normal
06/07/21,15:08:06,1:13,33,8.0,intento,Relderf,Masculino,30,error,Rust,3,Normal
06/07/21,15:08:08,1:11,33,8.0,intento,Relderf,Masculino,30,correcto,Rust,3,Normal
06/07/21,15:08:09,1:09,33,8.0,intento,Relderf,Masculino,30,error,Perl,3,Normal
06/07/21,15:08:11,1:07,33,8.0,intento,Relderf,Masculino,30,correcto,Java,3,Normal
06/07/21,15:08:13,1:05,33,8.0,intento,Relderf,Masculino,30,correcto,Perl,3,Normal
06/07/21,15:08:14,1:05,33,8.0,fin_partida,Relderf,Masculino,30,nivel_ganado,,3,Normal
06/07/21,15:08:16,3:00,34,10.0,inicio_partida,Relderf,Masculino,30,,,4,Normal
06/07/21,15:08:17,2:59,34,10.0,intento,Relderf,Masculino,30,error,C++,4,Normal
06/07/21,15:08:19,2:58,34,10.0,intento,Relderf,Masculino,30,error,Perl,4,Normal
06/07/21,15:08:21,2:56,34,10.0,intento,Relderf,Masculino,30,error,Python,4,Normal
06/07/21,15:08:22,2:55,34,10.0,intento,Relderf,Masculino,30,error,C++,4,Normal
06/07/21,15:08:24,2:53,34,10.0,intento,Relderf,Masculino,30,error,JavaScript,4,Normal
06/07/21,15:08:26,2:51,34,10.0,intento,Relderf,Masculino,30,error,Kotlin,4,Normal
06/07/21,15:08:28,2:49,34,10.0,intento,Relderf,Masculino,30,error,Kotlin,4,Normal
06/07/21,15:08:29,2:48,34,10.0,intento,Relderf,Masculino,30,error,Android,4,Normal
06/07/21,15:08:31,2:46,34,10.0,intento,Relderf,Masculino,30,error,Perl,4,Normal
06/07/21,15:08:33,2:44,34,10.0,intento,Relderf,Masculino,30,error,Ruby,4,Normal
06/07/21,15:08:34,2:43,34,10.0,intento,Relderf,Masculino,30,error,Swift,4,Normal
06/07/21,15:08:37,2:40,34,10.0,intento,Relderf,Masculino,30,error,Kotlin,4,Normal
06/07/21,15:08:39,2:38,34,10.0,intento,Relderf,Masculino,30,error,Kotlin,4,Normal
06/07/21,15:08:41,2:36,34,10.0,intento,Relderf,Masculino,30,error,Perl,4,Normal
06/07/21,15:08:42,2:35,34,10.0,intento,Relderf,Masculino,30,error,JavaScript,4,Normal
06/07/21,15:08:44,2:33,34,10.0,intento,Relderf,Masculino,30,error,Java,4,Normal
06/07/21,15:08:46,2:30,34,10.0,intento,Relderf,Masculino,30,error,Perl,4,Normal
06/07/21,15:08:48,2:29,34,10.0,intento,Relderf,Masculino,30,error,JavaScript,4,Normal
06/07/21,15:08:51,2:26,34,10.0,intento,Relderf,Masculino,30,error,Python,4,Normal
06/07/21,15:08:52,2:24,34,10.0,intento,Relderf,Masculino,30,correcto,Python,4,Normal
06/07/21,15:08:54,2:23,34,10.0,intento,Relderf,Masculino,30,error,C++,4,Normal
06/07/21,15:08:55,2:21,34,10.0,intento,Relderf,Masculino,30,error,JavaScript,4,Normal
06/07/21,15:08:59,2:18,34,10.0,intento,Relderf,Masculino,30,error,Swift,4,Normal
06/07/21,15:09:01,2:16,34,10.0,intento,Relderf,Masculino,30,error,JavaScript,4,Normal
06/07/21,15:09:02,2:15,34,10.0,intento,Relderf,Masculino,30,correcto,Kotlin,4,Normal
06/07/21,15:09:04,2:13,34,10.0,intento,Relderf,Masculino,30,error,Perl,4,Normal
06/07/21,15:09:06,2:11,34,10.0,intento,Relderf,Masculino,30,error,Android,4,Normal
06/07/21,15:09:08,2:09,34,10.0,intento,Relderf,Masculino,30,error,JavaScript,4,Normal
06/07/21,15:09:10,2:07,34,10.0,intento,Relderf,Masculino,30,correcto,Perl,4,Normal
06/07/21,15:09:11,2:06,34,10.0,intento,Relderf,Masculino,30,error,Swift,4,Normal
06/07/21,15:09:13,2:04,34,10.0,intento,Relderf,Masculino,30,error,Swift,4,Normal
06/07/21,15:09:15,2:02,34,10.0,intento,Relderf,Masculino,30,error,Swift,4,Normal
06/07/21,15:09:17,2:00,34,10.0,intento,Relderf,Masculino,30,correcto,Swift,4,Normal
06/07/21,15:09:18,1:59,34,10.0,intento,Relderf,Masculino,30,error,C++,4,Normal
06/07/21,15:09:20,1:57,34,10.0,intento,Relderf,Masculino,30,error,Java,4,Normal
06/07/21,15:09:22,1:55,34,10.0,intento,Relderf,Masculino,30,error,php,4,Normal
06/07/21,15:09:23,1:54,34,10.0,intento,Relderf,Masculino,30,error,Java,4,Normal
06/07/21,15:09:25,1:52,34,10.0,intento,Relderf,Masculino,30,error,C++,4,Normal
06/07/21,15:09:28,1:49,34,10.0,intento,Relderf,Masculino,30,error,php,4,Normal
06/07/21,15:09:30,1:47,34,10.0,intento,Relderf,Masculino,30,error,Ruby,4,Normal
06/07/21,15:09:32,1:45,34,10.0,intento,Relderf,Masculino,30,error,C++,4,Normal
06/07/21,15:09:33,1:44,34,10.0,intento,Relderf,Masculino,30,correcto,C++,4,Normal
06/07/21,15:09:35,1:42,34,10.0,intento,Relderf,Masculino,30,error,php,4,Normal
06/07/21,15:09:36,1:41,34,10.0,intento,Relderf,Masculino,30,error,JavaScript,4,Normal
06/07/21,15:09:38,1:39,34,10.0,intento,Relderf,Masculino,30,error,Android,4,Normal
06/07/21,15:09:39,1:38,34,10.0,intento,Relderf,Masculino,30,correcto,php,4,Normal
06/07/21,15:09:40,1:37,34,10.0,intento,Relderf,Masculino,30,error,Ruby,4,Normal
06/07/21,15:09:42,1:35,34,10.0,intento,Relderf,Masculino,30,error,Android,4,Normal
06/07/21,15:09:44,1:33,34,10.0,intento,Relderf,Masculino,30,error,Java,4,Normal
06/07/21,15:09:46,1:31,34,10.0,intento,Relderf,Masculino,30,error,Ruby,4,Normal
06/07/21,15:09:48,1:29,34,10.0,intento,Relderf,Masculino,30,correcto,Ruby,4,Normal
06/07/21,15:09:50,1:27,34,10.0,intento,Relderf,Masculino,30,error,Android,4,Normal
06/07/21,15:09:51,1:26,34,10.0,intento,Relderf,Masculino,30,error,Java,4,Normal
06/07/21,15:09:53,1:23,34,10.0,intento,Relderf,Masculino,30,correcto,Android,4,Normal
06/07/21,15:09:55,1:22,34,10.0,intento,Relderf,Masculino,30,error,JavaScript,4,Normal
06/07/21,15:09:57,1:20,34,10.0,intento,Relderf,Masculino,30,correcto,JavaScript,4,Normal
06/07/21,15:09:58,1:19,34,10.0,intento,Relderf,Masculino,30,correcto,Java,4,Normal
06/07/21,15:10:00,1:19,34,10.0,fin_partida,Relderf,Masculino,30,nivel_ganado,,4,Normal
06/07/21,15:10:00,1:19,34,10.0,fin_partida,Relderf,Masculino,30,partida_ganada,,4,Normal
06/07/21,16:00:42,1:40,35,4.0,inicio_partida,Relderf,Masculino,30,,,1,Normal
06/07/21,16:01:19,1:40,36,4.0,inicio_partida,Relderf,Masculino,30,,,1,Normal
06/07/21,16:04:55,1:40,37,4.0,inicio_partida,Relderf,Masculino,30,,,1,Normal
06/07/21,16:21:55,1:40,38,4.0,inicio_partida,Relderf,Masculino,30,,,1,Normal
07/07/21,15:49:09,2:00,39,6.0,inicio_partida,Maxi,Masculino,19,,,1,Fácil
07/07/21,15:49:10,1:59,39,6.0,intento,Maxi,Masculino,19,error,Bola,1,Fácil
07/07/21,15:49:11,1:58,39,6.0,intento,Maxi,Masculino,19,error,Galleta,1,Fácil
07/07/21,15:49:12,1:57,39,6.0,intento,Maxi,Masculino,19,error,Corona,1,Fácil
07/07/21,15:49:14,1:56,39,6.0,intento,Maxi,Masculino,19,error,Galleta,1,Fácil
07/07/21,15:49:15,1:55,39,6.0,intento,Maxi,Masculino,19,correcto,Bola,1,Fácil
07/07/21,15:49:15,1:54,39,6.0,intento,Maxi,Masculino,19,error,Galleta,1,Fácil
07/07/21,15:49:17,1:52,39,6.0,intento,Maxi,Masculino,19,error,Corona,1,Fácil
07/07/21,15:49:18,1:51,39,6.0,intento,Maxi,Masculino,19,correcto,Galleta,1,Fácil
07/07/21,15:49:20,1:49,39,6.0,intento,Maxi,Masculino,19,error,Muneco,1,Fácil
07/07/21,15:49:22,1:48,39,6.0,intento,Maxi,Masculino,19,correcto,Media,1,Fácil
07/07/21,15:49:23,1:46,39,6.0,intento,Maxi,Masculino,19,correcto,Corona,1,Fácil
07/07/21,15:49:24,1:45,39,6.0,intento,Maxi,Masculino,19,correcto,Muneco,1,Fácil
07/07/21,15:49:26,1:43,39,6.0,intento,Maxi,Masculino,19,correcto,Papa Noel,1,Fácil
07/07/21,15:49:27,1:43,39,6.0,fin_partida,Maxi,Masculino,19,nivel_ganado,,1,Fácil
07/07/21,15:49:35,2:20,40,8.0,inicio_partida,Maxi,Masculino,19,,,2,Fácil
07/07/21,15:52:11,0:00,40,8.0,fin_partida,Maxi,Masculino,19,timeout,,2,Fácil
07/07/21,16:05:55,2:00,41,6.0,inicio_partida,Maxi,Masculino,19,,,1,Fácil
07/07/21,16:08:01,0:00,41,6.0,fin_partida,Maxi,Masculino,19,timeout,,1,Fácil
